family,code,label
delta,25290308,"Protection Lines / Wire Obstacles / Double Strand Concertina"
delta,25290309,"Protection Lines / Wire Obstacles / Triple Strand Concertina"
delta,25290400,"Protection Lines / Mine Cluster"
delta,25290500,"Protection Lines / Trip Wire"
delta,25290600,"Protection Lines / Lane"
delta,25290700,"Protection Lines / Ferry"
delta,25290800,"Protection Lines / Raft Site"
delta,25290900,"Protection Lines / Fortified Line"
delta,25291000,"Protection Lines / Fortified Position"
delta,25300000,"Intelligence Lines"
delta,25300100,"Intelligence Lines / Intelligence Coordination Line"
delta,25310000,"Sustainment Areas"
delta,25310100,"Sustainment Areas / Detainee Holding Area"
delta,25310200,"Sustainment Areas / Enemy Prisoner of War Holding Area"
delta,25310300,"Sustainment Areas / Forward Arming and Refueling Point"
delta,25310400,"Sustainment Areas / Refugee Holding Area"
delta,25310500,"Sustainment Areas / Regimental Support Area"
delta,25310600,"Sustainment Areas / Brigade Support Area"
delta,25310700,"Sustainment Areas / Division Support Area"
delta,25320000,"Sustainment Points"
delta,25320100,"Sustainment Points / Ambulance Exchange Point"
delta,25320200,"Sustainment Points / Ammunition Supply Point"
delta,25320300,"Sustainment Points / Ammunition Transfer Point"
delta,25320400,"Sustainment Points / Cannibalization Point"
delta,25320500,"Sustainment Points / Casualty Collection Point"
delta,25320600,"Sustainment Points / Civilian Collection Point"
delta,25320700,"Sustainment Points / Detainee Collection Point"
delta,25320800,"Sustainment Points / Enemy Prisoner of War Collection Point"
delta,25320900,"Sustainment Points / Logistics Release Point"
delta,25321000,"Sustainment Points / Maintenance Collection Point (MCP)"
delta,25321100,"Sustainment Points / Medical Evacuation (MEDEVAC) Pick-up Point"
delta,25321200,"Sustainment Points / Rearm-Refuel and Resupply Point (R3P)"
delta,25321300,"Sustainment Points / Refuel on the Move (ROM) Point"
delta,25321400,"Sustainment Points / Traffic Control Post (TCP)"
delta,25321500,"Sustainment Points / Trailer Transfer Point (TTP)"
delta,25321600,"Sustainment Points / Unit Maintenance Collection Point (UMCP)"
delta,25321700,"Sustainment Points / General Supply Point"
delta,25321701,"Sustainment Points / General Supply Point / NATO Class I Supply Point"
delta,25321702,"Sustainment Points / General Supply Point / NATO Class II Supply Point"
delta,25321703,"Sustainment Points / General Supply Point / NATO Class III Supply Point"
delta,25321704,"Sustainment Points / General Supply Point / NATO Class IV Supply Point"
delta,25321705,"Sustainment Points / General Supply Point / NATO Class V Supply Point"
delta,25321706,"Sustainment Points / General Supply Point / NATO Multiple Class Supply Point"
delta,25321707,"Sustainment Points / General Supply Point / US Class I Supply Point"
delta,25321708,"Sustainment Points / General Supply Point / US Class II Supply Point"
delta,25321709,"Sustainment Points / General Supply Point / US Class III Supply Point"
delta,25321710,"Sustainment Points / General Supply Point / US Class IV Supply Point"
delta,25321711,"Sustainment Points / General Supply Point / US Class V Supply Point"
delta,25321712,"Sustainment Points / General Supply Point / US Class VI Supply Point"
delta,25321713,"Sustainment Points / General Supply Point / US Class VII Supply Point"
delta,25321714,"Sustainment Points / General Supply Point / US Class VIII Supply Point"
delta,25321715,"Sustainment Points / General Supply Point / US Class IX Supply Point"
delta,25321716,"Sustainment Points / General Supply Point / US Class X Supply Point"
delta,25321800,"Sustainment Points / Medical Supply Point"
delta,25330000,"Sustainment Lines"
delta,25330100,"Sustainment Lines / Moving Convoy"
delta,25330200,"Sustainment Lines / Halted Convoy"
delta,25330300,"Sustainment Lines / Main Supply Route"
delta,25330301,"Sustainment Lines / Main Supply Route / One Way Traffic"
delta,25330302,"Sustainment Lines / Main Supply Route / Two Way Traffic"
delta,25330303,"Sustainment Lines / Main Supply Route / Alternating Traffic"
delta,25330400,"Sustainment Lines / Alternate Supply Route"
delta,25330401,"Sustainment Lines / Alternate Supply Route / One Way Traffic"
delta,25330402,"Sustainment Lines / Alternate Supply Route / Two Way Traffic"
delta,25330403,"Sustainment Lines / Alternate Supply Route / Alternating Traffic"
delta,25340000,"Mission Tasks"
delta,25340100,"Mission Tasks / Block"
delta,25340200,"Mission Tasks / Breach"
delta,25340300,"Mission Tasks / Bypass"
delta,25340400,"Mission Tasks / Canalize"
delta,25340500,"Mission Tasks / Clear"
delta,25340600,"Mission Tasks / Counterattack"
delta,25340700,"Mission Tasks / Counterattack by Fire"
delta,25340800,"Mission Tasks / Delay"
delta,25340900,"Mission Tasks / Destroy"
delta,25341000,"Mission Tasks / Disrupt"
delta,25341100,"Mission Tasks / Fix"
delta,25341200,"Mission Tasks / Follow and Assume"
delta,25341300,"Mission Tasks / Follow and Support"
delta,25341400,"Mission Tasks / Interdict"
delta,25341500,"Mission Tasks / Isolate"
delta,25341600,"Mission Tasks / Neutralize"
delta,25341700,"Mission Tasks / Occupy"
delta,25341800,"Mission Tasks / Penetrate"
delta,25341900,"Mission Tasks / Relief in Place (RIP)"
delta,25342000,"Mission Tasks / Retire/Retirement"
delta,25342100,"Mission Tasks / Secure"
delta,25342200,"Mission Tasks / Security"
delta,25342201,"Mission Tasks / Security / Cover"
delta,25342202,"Mission Tasks / Security / Guard"
delta,25342203,"Mission Tasks / Security / Screen"
delta,25342300,"Mission Tasks / Seize"
delta,25342400,"Mission Tasks / Withdraw"
delta,25342500,"Mission Tasks / Withdraw Under Pressure"
delta,60110000,"Botnet"
delta,60110100,"Botnet / Command and Control (C2)"
delta,60110200,"Botnet / Herder"
delta,60110300,"Botnet / Callback Domain"
delta,60110400,"Botnet / Zombie"
delta,60120000,"Infection"
delta,60120100,"Infection / Advanced Persistent Threat (APT)"
delta,60120101,"Infection / Advanced Persistent Threat (APT) / APT with C2"
delta,60120102,"Infection / Advanced Persistent Threat (APT) / APT with Self Propagation"
delta,60120103,"Infection / Advanced Persistent Threat (APT) / APT with C2 and Self Propagation"
delta,60120104,"Infection / Advanced Persistent Threat (APT) / APT Other"
delta,60120200,"Infection / Non-Advanced Persistent Threat (NAPT)"
delta,60120201,"Infection / Non-Advanced Persistent Threat (NAPT) / NAPT with C2"
delta,60120202,"Infection / Non-Advanced Persistent Threat (NAPT) / NAPT with Self Propagation"
delta,60120203,"Infection / Non-Advanced Persistent Threat (NAPT) / NAPT with C2 and Self Propagation"
delta,60120204,"Infection / Non-Advanced Persistent Threat (NAPT) / NAPT Other"
delta,60130000,"Health and Status"
delta,60130100,"Health and Status / Normal"
delta,60130200,"Health and Status / Network Outage"
delta,60130300,"Health and Status / Unknown"
delta,60130400,"Health and Status / Impaired"
delta,60140000,"Device Type"
delta,60140100,"Device Type / Core Router"
delta,60140200,"Device Type / Router"
delta,60140300,"Device Type / Cross Domain Solution"
delta,60140400,"Device Type / Mail Server"
delta,60140500,"Device Type / Web Server"
delta,60140600,"Device Type / Domain Server"
delta,60140700,"Device Type / File Server"
delta,60140800,"Device Type / Peer-to-Peer Node"
delta,60140900,"Device Type / Firewall"
delta,60141000,"Device Type / Switch"
delta,60141100,"Device Type / Host"
delta,60141200,"Device Type / Virtual Private Network (VPN)"
delta,60150000,"Device Domain"
delta,60150100,"Device Domain / Department of Defense (DoD)"
delta,60150200,"Device Domain / Government"
delta,60150300,"Device Domain / Contractor"
delta,60150400,"Device Domain / Supervisory Control and Data Acquisition (SCADA)"
delta,60150500,"Device Domain / Non-Government"
delta,60160000,"Effect"
delta,60160100,"Effect / Infection"
delta,60160200,"Effect / Degradation"
delta,60160300,"Effect / Data Spoofing"
delta,60160400,"Effect / Data Manipulation"
delta,60160500,"Effect / Exfiltration"
delta,60160600,"Effect / Power Outage"
delta,60160700,"Effect / Network Outage"
delta,60160800,"Effect / Service Outage"
delta,60160900,"Effect / Device Outage"
delta,98100000,"Invalid Symbol"
delta,11110000,"Civilian"
delta,11110100,"Civilian / Environmental Protection"
delta,11110200,"Civilian / Government Organization"
delta,11110300,"Civilian / Individual"
delta,11110400,"Civilian / Organization or Group"
delta,11110500,"Civilian / Killing Victim"
delta,11110600,"Civilian / Killing Victims"
delta,11110700,"Civilian / Victim of an Attempted Crime"
delta,11110800,"Civilian / Spy"
delta,11110900,"Civilian / Composite Loss"
delta,11111000,"Civilian / Emergency Medical Operation"
delta,15110000,"Weapon/Weapon System"
delta,15110100,"Weapon/Weapon System / Rifle"
delta,15110101,"Weapon/Weapon System / Rifle / Single Shot Rifle"
delta,15110102,"Weapon/Weapon System / Rifle / Semiautomatic Rifle"
delta,15110103,"Weapon/Weapon System / Rifle / Automatic Rifle"
delta,15110200,"Weapon/Weapon System / Machine Gun"
delta,15110201,"Weapon/Weapon System / Machine Gun / Light"
delta,15110202,"Weapon/Weapon System / Machine Gun / Medium"
delta,15110203,"Weapon/Weapon System / Machine Gun / Heavy"
delta,15110300,"Weapon/Weapon System / Grenade Launcher"
delta,15110301,"Weapon/Weapon System / Grenade Launcher / Light"
delta,15110302,"Weapon/Weapon System / Grenade Launcher / Medium"
delta,15110303,"Weapon/Weapon System / Grenade Launcher / Heavy"
delta,15110400,"Weapon/Weapon System / Flame Thrower"
delta,15110500,"Weapon/Weapon System / Air Defense Gun"
delta,15110501,"Weapon/Weapon System / Air Defense Gun / Light"
delta,15110502,"Weapon/Weapon System / Air Defense Gun / Medium"
delta,15110503,"Weapon/Weapon System / Air Defense Gun / Heavy"
delta,15110600,"Weapon/Weapon System / Antitank Gun"
delta,15110601,"Weapon/Weapon System / Antitank Gun / Light"
delta,15110602,"Weapon/Weapon System / Antitank Gun / Medium"
delta,15110603,"Weapon/Weapon System / Antitank Gun / Heavy"
delta,15110700,"Weapon/Weapon System / Direct Fire Gun"
delta,15110701,"Weapon/Weapon System / Direct Fire Gun / Light"
delta,15110702,"Weapon/Weapon System / Direct Fire Gun / Medium"
delta,15110703,"Weapon/Weapon System / Direct Fire Gun / Heavy"
delta,15110800,"Weapon/Weapon System / Recoilless Gun"
delta,15110801,"Weapon/Weapon System / Recoilless Gun / Light"
delta,15110802,"Weapon/Weapon System / Recoilless Gun / Medium"
delta,15110803,"Weapon/Weapon System / Recoilless Gun / Heavy"
delta,15110900,"Weapon/Weapon System / Howitzer"
delta,15110901,"Weapon/Weapon System / Howitzer / Light"
delta,15110902,"Weapon/Weapon System / Howitzer / Medium"
delta,15110903,"Weapon/Weapon System / Howitzer / Heavy"
delta,15111000,"Weapon/Weapon System / Missile Launcher"
delta,15111001,"Weapon/Weapon System / Missile Launcher / Light"
delta,15111002,"Weapon/Weapon System / Missile Launcher / Medium"
delta,15111003,"Weapon/Weapon System / Missile Launcher / Heavy"
delta,15111100,"Weapon/Weapon System / Air Defense Missile Launcher"
delta,15111101,"Weapon/Weapon System / Air Defense Missile Launcher / Light"
delta,15111102,"Weapon/Weapon System / Air Defense Missile Launcher / Light Transporter-Launcher and Radar (TLAR)"
delta,15111103,"Weapon/Weapon System / Air Defense Missile Launcher / Light Tactical Landing Approach Radar (TELAR)"
delta,15111104,"Weapon/Weapon System / Air Defense Missile Launcher / Medium"
delta,15111105,"Weapon/Weapon System / Air Defense Missile Launcher / Medium TLAR"
delta,15111106,"Weapon/Weapon System / Air Defense Missile Launcher / Medium TELAR Air Defense Missile Launcher"
delta,15111107,"Weapon/Weapon System / Air Defense Missile Launcher / Heavy"
delta,15111108,"Weapon/Weapon System / Air Defense Missile Launcher / Heavy TLAR"
delta,15111109,"Weapon/Weapon System / Air Defense Missile Launcher / Heavy TELAR"
delta,15111200,"Weapon/Weapon System / Antitank Missile Launcher"
delta,15111201,"Weapon/Weapon System / Antitank Missile Launcher / Light"
delta,15111202,"Weapon/Weapon System / Antitank Missile Launcher / Medium"
delta,15111203,"Weapon/Weapon System / Antitank Missile Launcher / Heavy"
delta,15111300,"Weapon/Weapon System / Surface-to-Surface Missile Launcher"
delta,15111301,"Weapon/Weapon System / Surface-to-Surface Missile Launcher / Light"
delta,15111302,"Weapon/Weapon System / Surface-to-Surface Missile Launcher / Medium"
delta,15111303,"Weapon/Weapon System / Surface-to-Surface Missile Launcher / Heavy"
delta,15111400,"Weapon/Weapon System / Mortar"
delta,15111401,"Weapon/Weapon System / Mortar / Light"
delta,15111402,"Weapon/Weapon System / Mortar / Medium"
delta,15111403,"Weapon/Weapon System / Mortar / Heavy"
delta,15111500,"Weapon/Weapon System / Single Rocket Launcher"
delta,15111501,"Weapon/Weapon System / Single Rocket Launcher / Light"
delta,15111502,"Weapon/Weapon System / Single Rocket Launcher / Medium"
delta,15111503,"Weapon/Weapon System / Single Rocket Launcher / Heavy"
delta,15111600,"Weapon/Weapon System / Multiple Rocket Launcher"
delta,15111601,"Weapon/Weapon System / Multiple Rocket Launcher / Light"
delta,15111602,"Weapon/Weapon System / Multiple Rocket Launcher / Medium"
delta,15111603,"Weapon/Weapon System / Multiple Rocket Launcher / Heavy"
delta,15111700,"Weapon/Weapon System / Antitank Rocket Launcher"
delta,15111701,"Weapon/Weapon System / Antitank Rocket Launcher / Light"
delta,15111702,"Weapon/Weapon System / Antitank Rocket Launcher / Medium"
delta,15111703,"Weapon/Weapon System / Antitank Rocket Launcher / Heavy"
delta,15111800,"Weapon/Weapon System / Nonlethal Weapon"
delta,15111900,"Weapon/Weapon System / Taser"
delta,15112000,"Weapon/Weapon System / Water Cannon"
delta,15120000,"Vehicle"
delta,15120100,"Vehicle / Armored Vehicle"
delta,15120101,"Vehicle / Armored Vehicle / Armored Fighting Vehicle"
delta,15120102,"Vehicle / Armored Vehicle / Armored Fighting Vehicle Command and Control"
delta,15120103,"Vehicle / Armored Vehicle / Armored Personnel Carrier"
delta,15120104,"Vehicle / Armored Vehicle / Armored Personnel Carrier Ambulance"
delta,15120105,"Vehicle / Armored Vehicle / Armored Protected Vehicle"
delta,15120106,"Vehicle / Armored Vehicle / Armored Protected Vehicle Recovery"
delta,15120107,"Vehicle / Armored Vehicle / Armored Protected Vehicle Medical Evacuation"
delta,15120108,"Vehicle / Armored Vehicle / Armored Personnel Carrier-Recovery"
delta,15120109,"Vehicle / Armored Vehicle / Combat Service Support Vehicle"
delta,15120110,"Vehicle / Armored Vehicle / Light Wheeled Armored Vehicle"
delta,15120200,"Vehicle / Tank"
delta,15120201,"Vehicle / Tank / Light"
delta,15120202,"Vehicle / Tank / Medium"
delta,15120203,"Vehicle / Tank / Heavy"
delta,15120300,"Vehicle / Tank Recovery Vehicle"
delta,15120301,"Vehicle / Tank Recovery Vehicle / Light"
delta,15120302,"Vehicle / Tank Recovery Vehicle / Medium"
delta,15120303,"Vehicle / Tank Recovery Vehicle / Heavy"
delta,15130000,"Engineer Vehicles and Equipment"
delta,15130100,"Engineer Vehicles and Equipment / Bridge"
delta,15130200,"Engineer Vehicles and Equipment / Bridge Mounted on Utility Vehicle"
delta,15130300,"Engineer Vehicles and Equipment / Fixed Bridge"
delta,15130400,"Engineer Vehicles and Equipment / Floating Bridge"
delta,15130500,"Engineer Vehicles and Equipment / Folding Girder Bridge"
delta,15130600,"Engineer Vehicles and Equipment / Hollow Deck Bridge"
delta,15130700,"Engineer Vehicles and Equipment / Drill"
delta,15130701,"Engineer Vehicles and Equipment / Drill / Drill Mounted on Utility Vehicle"
delta,15130800,"Engineer Vehicles and Equipment / Earthmover"
delta,15130801,"Engineer Vehicles and Equipment / Earthmover / Multifunctional Earthmover/Digger"
delta,15130900,"Engineer Vehicles and Equipment / Mine Clearing Equipment"
delta,15130901,"Engineer Vehicles and Equipment / Mine Clearing Equipment / Trailer Mounted"
delta,15130902,"Engineer Vehicles and Equipment / Mine Clearing Equipment / Mine Clearing Equipment on Tank Chassis"
delta,15131000,"Engineer Vehicles and Equipment / Mine Laying Equipment"
delta,15131001,"Engineer Vehicles and Equipment / Mine Laying Equipment / Mine Laying Equipment on Utility Vehicle"
delta,15131002,"Engineer Vehicles and Equipment / Mine Laying Equipment / Armored Carrier with Volcano"
delta,15131003,"Engineer Vehicles and Equipment / Mine Laying Equipment / Truck Mounted with Volcano"
delta,15131100,"Engineer Vehicles and Equipment / Dozer"
delta,15131101,"Engineer Vehicles and Equipment / Dozer / Dozer-Armored"
delta,15131200,"Engineer Vehicles and Equipment / Armored Assault"
delta,15131300,"Engineer Vehicles and Equipment / Armored Engineer Recon Vehicle (AERV)"
delta,15131400,"Engineer Vehicles and Equipment / Backhoe"
delta,15131500,"Engineer Vehicles and Equipment / Construction Vehicle"
delta,15131600,"Engineer Vehicles and Equipment / Ferry Transporter"
delta,15140000,"Utility Vehicles"
delta,15140100,"Utility Vehicles / Utility Vehicle"
delta,15140200,"Utility Vehicles / Medical"
delta,15140300,"Utility Vehicles / Medical Evacuation"
delta,15140400,"Utility Vehicles / Mobile Emergency Physician"
delta,15140500,"Utility Vehicles / Bus"
delta,15140600,"Utility Vehicles / Semi-Trailer and Truck"
delta,15140601,"Utility Vehicles / Semi-Trailer and Truck / Light"
delta,15140602,"Utility Vehicles / Semi-Trailer and Truck / Medium"
delta,15140603,"Utility Vehicles / Semi-Trailer and Truck / Heavy"
delta,15140700,"Utility Vehicles / Limited Cross Country Truck"
delta,15140800,"Utility Vehicles / Cross Country Truck"
delta,15140900,"Utility Vehicles / Petroleum-Oil and Lubricant"
delta,15141000,"Utility Vehicles / Water"
delta,15141100,"Utility Vehicles / Amphibious Utility Wheeled Vehicle"
delta,15141200,"Utility Vehicles / Tow Truck"
delta,15141201,"Utility Vehicles / Tow Truck / Light"
delta,15141202,"Utility Vehicles / Tow Truck / Heavy"
delta,15150000,"Train"
delta,15150100,"Train / Locomotive"
delta,15150200,"Train / Railcar"
delta,15160000,"Civilian Vehicle"
delta,15160100,"Civilian Vehicle / Automobile"
delta,15160101,"Civilian Vehicle / Automobile / Compact"
delta,15160102,"Civilian Vehicle / Automobile / Midsize"
delta,15160103,"Civilian Vehicle / Automobile / Sedan"
delta,15160200,"Civilian Vehicle / Open-Bed Truck"
delta,15160201,"Civilian Vehicle / Open-Bed Truck / Pickup"
delta,15160202,"Civilian Vehicle / Open-Bed Truck / Small"
delta,15160203,"Civilian Vehicle / Open-Bed Truck / Large"
delta,15160300,"Civilian Vehicle / Multiple Passenger Vehicle"
delta,15160301,"Civilian Vehicle / Multiple Passenger Vehicle / Van"
delta,15160302,"Civilian Vehicle / Multiple Passenger Vehicle / Small Bus"
delta,15160303,"Civilian Vehicle / Multiple Passenger Vehicle / Large Bus"
delta,15160400,"Civilian Vehicle / Utility Vehicle"
delta,15160401,"Civilian Vehicle / Utility Vehicle / Sport Utility Vehicle (SUV)"
delta,15160402,"Civilian Vehicle / Utility Vehicle / Small Box Truck"
delta,15160403,"Civilian Vehicle / Utility Vehicle / Large Box Truck"
delta,15160500,"Civilian Vehicle / Jeep Type Vehicle"
delta,15160501,"Civilian Vehicle / Jeep Type Vehicle / Small/Light"
delta,15160502,"Civilian Vehicle / Jeep Type Vehicle / Medium"
delta,15160503,"Civilian Vehicle / Jeep Type Vehicle / Large/Heavy"
delta,15160600,"Civilian Vehicle / Tractor Trailer Truck with Box"
delta,15160601,"Civilian Vehicle / Tractor Trailer Truck with Box / Small/Light"
delta,15160602,"Civilian Vehicle / Tractor Trailer Truck with Box / Medium"
delta,15160603,"Civilian Vehicle / Tractor Trailer Truck with Box / Large/Heavy"
delta,15160700,"Civilian Vehicle / Tractor Trailer Truck with Flatbed Trailer"
delta,15160701,"Civilian Vehicle / Tractor Trailer Truck with Flatbed Trailer / Small/Light"
delta,15160702,"Civilian Vehicle / Tractor Trailer Truck with Flatbed Trailer / Medium"
delta,15160703,"Civilian Vehicle / Tractor Trailer Truck with Flatbed Trailer / Large/Heavy"
delta,15160800,"Civilian Vehicle / Known Insurgent Vehicle"
delta,15160900,"Civilian Vehicle / Drug Vehicle"
delta,15170000,"Law Enforcement"
delta,15170100,"Law Enforcement / Bureau of Alcohol-Tobacco-Firearms and Explosives (ATF) (Department of Justice)"
delta,15170200,"Law Enforcement / Border Patrol"
delta,15170300,"Law Enforcement / Customs Service"
delta,15170400,"Law Enforcement / Drug Enforcement Administration (DEA)"
delta,15170500,"Law Enforcement / Department of Justice (DOJ)"
delta,15170600,"Law Enforcement / Federal Bureau of Investigation (FBI)"
delta,15170700,"Law Enforcement / Police"
delta,15170800,"Law Enforcement / United States Secret Service (USSS)"
delta,15170900,"Law Enforcement / Transportation Security Administration (TSA)"
delta,15171000,"Law Enforcement / Coast Guard"
delta,15171100,"Law Enforcement / US Marshals Service"
delta,15180000,"Pack Animals"
delta,15190000,"Missile Support"
delta,15190100,"Missile Support / Transloader"
delta,15190200,"Missile Support / Transporter"
delta,15190300,"Missile Support / Crane/Loading Device"
delta,15190400,"Missile Support / Propellant Transporter"
delta,15190500,"Missile Support / Warhead Transporter"
delta,15200000,"Other Equipment"
delta,15200100,"Other Equipment / Antennae"
delta,15200200,"Other Equipment / Bomb"
delta,15200300,"Other Equipment / Booby Trap"
delta,15200400,"Other Equipment / CBRN Equipment"
delta,15200500,"Other Equipment / Computer System"
delta,15200600,"Other Equipment / Command Launch Equipment (CLE)"
delta,15200700,"Other Equipment / Generator Set"
delta,15200800,"Other Equipment / Ground-based Midcourse Defense (GMD) Fire Control (GFC) Center"
delta,15200900,"Other Equipment / In-Flight Interceptor Communications System (IFICS) Data Terminal (IDT)"
delta,15201000,"Other Equipment / Laser"
delta,15201100,"Other Equipment / Military Information Support Operations (MISO)"
delta,15201200,"Other Equipment / Sustainment Shipments"
delta,15201300,"Other Equipment / Tent"
delta,15201400,"Other Equipment / Unit Deployment Shipments"
delta,15201500,"Other Equipment / Emergency Medical Operation"
delta,15201501,"Other Equipment / Emergency Medical Operation / Medical Evacuation Helicopter"
delta,15210000,"Land Mines"
delta,15210100,"Land Mines / Land Mine"
delta,15210200,"Land Mines / Antipersonnel Land Mine (APL)"
delta,15210300,"Land Mines / Antitank Mine"
delta,15210400,"Land Mines / Improvised Explosives Device (IED)"
delta,15210500,"Land Mines / Less than lethal"
delta,15220000,"Sensors"
delta,15220100,"Sensors / Sensor"
delta,15220200,"Sensors / Sensor Emplaced"
delta,15220300,"Sensors / Radar"
delta,15230000,"Emergency Operation"
delta,15230100,"Emergency Operation / Ambulance"
delta,15230200,"Emergency Operation / Fire Fighting/Fire Protection"
delta,15240000,"Manual Track"
delta,20110000,"Installation"
delta,20110100,"Installation / Aircraft Production/Assembly"
delta,20110200,"Installation / Ammunition and Explosives/Assembly"
delta,20110300,"Installation / Ammunition Cache"
delta,20110400,"Installation / Armament Production"
delta,20110500,"Installation / Black List Location"
delta,20110600,"Installation / Chemical-Biological-Radiological and Nuclear (CBRN)"
delta,20110700,"Installation / Engineering Equipment Production"
delta,20110701,"Installation / Engineering Equipment Production / Bridge"
delta,20110800,"Installation / Equipment Manufacture"
delta,20110900,"Installation / Government Leadership"
delta,20111000,"Installation / Gray List Location"
delta,20111100,"Installation / Mass Grave Site"
delta,20111200,"Installation / Materiel"
delta,20111300,"Installation / Mine"
delta,20111400,"Installation / Missile and Space System Production"
delta,20111500,"Installation / Nuclear (Non CBRN Defense)"
delta,20111600,"Installation / Printed Media"
delta,20111700,"Installation / Safe House"
delta,20111800,"Installation / White List Location"
delta,20111900,"Installation / Tented Camp"
delta,20111901,"Installation / Tented Camp / Displaced Persons / Refugee / Evacuees Camp"
delta,20111902,"Installation / Tented Camp / Training Camp"
delta,20112000,"Installation / Warehouse/Storage Facility"
delta,20112100,"Installation / Law Enforcement"
delta,20112101,"Installation / Law Enforcement / Bureau of Alcohol-Tobacco-Firearms and Explosives (ATF) (Department of Justice)"
delta,20112102,"Installation / Law Enforcement / Border Patrol"
delta,20112103,"Installation / Law Enforcement / Customs Service"
delta,20112104,"Installation / Law Enforcement / Drug Enforcement Administration (DEA)"
delta,20112105,"Installation / Law Enforcement / Department of Justice (DOJ)"
delta,20112106,"Installation / Law Enforcement / Federal Bureau of Investigation (FBI)"
delta,20112107,"Installation / Law Enforcement / Police"
delta,20112108,"Installation / Law Enforcement / Prison"
delta,20112109,"Installation / Law Enforcement / United States Secret Service (USSS)"
delta,20112110,"Installation / Law Enforcement / Transportation Security Administration (TSA)"
delta,20112111,"Installation / Law Enforcement / Coast Guard"
delta,20112112,"Installation / Law Enforcement / US Marshals Service"
delta,20112200,"Installation / Emergency Operation"
delta,20112201,"Installation / Emergency Operation / Fire Station"
delta,20112202,"Installation / Emergency Operation / Emergency Medical Operation"
delta,20120000,"Infrastructure"
delta,20120100,"Infrastructure / Agriculture and Food Infrastructure"
delta,20120101,"Infrastructure / Agriculture and Food Infrastructure / Agriculture Laboratory"
delta,20120102,"Infrastructure / Agriculture and Food Infrastructure / Animal Feedlot"
delta,20120103,"Infrastructure / Agriculture and Food Infrastructure / Commercial Food Distribution Center"
delta,20120104,"Infrastructure / Agriculture and Food Infrastructure / Farm/Ranch"
delta,20120105,"Infrastructure / Agriculture and Food Infrastructure / Food Distribution"
delta,20120106,"Infrastructure / Agriculture and Food Infrastructure / Food Production Center"
delta,20120107,"Infrastructure / Agriculture and Food Infrastructure / Food Retail"
delta,20120108,"Infrastructure / Agriculture and Food Infrastructure / Grain Storage"
delta,20120200,"Infrastructure / Banking, Finance, and Insurance Infrastructure"
delta,20120201,"Infrastructure / Banking, Finance, and Insurance Infrastructure / ATM"
delta,20120202,"Infrastructure / Banking, Finance, and Insurance Infrastructure / Bank"
delta,20120203,"Infrastructure / Banking, Finance, and Insurance Infrastructure / Bullion Storage"
delta,20120204,"Infrastructure / Banking, Finance, and Insurance Infrastructure / Economic Infrastructure Asset"
delta,20120205,"Infrastructure / Banking, Finance, and Insurance Infrastructure / Federal Reserve Bank"
delta,20120206,"Infrastructure / Banking, Finance, and Insurance Infrastructure / Financial Exchange"
delta,20120207,"Infrastructure / Banking, Finance, and Insurance Infrastructure / Financial Services-Other"
delta,20120300,"Infrastructure / Commercial Infrastructure"
delta,20120301,"Infrastructure / Commercial Infrastructure / Chemical Plant"
delta,20120302,"Infrastructure / Commercial Infrastructure / Firearms Manufacturer"
delta,20120303,"Infrastructure / Commercial Infrastructure / Firearms Retailer"
delta,20120304,"Infrastructure / Commercial Infrastructure / Hazardous Material Production"
delta,20120305,"Infrastructure / Commercial Infrastructure / Hazardous Material Storage"
delta,20120306,"Infrastructure / Commercial Infrastructure / Industrial Site"
delta,20120307,"Infrastructure / Commercial Infrastructure / Landfill"
delta,20120308,"Infrastructure / Commercial Infrastructure / Pharmaceutical Manufacturer"
delta,20120309,"Infrastructure / Commercial Infrastructure / Contaminated Hazardous Waste Site"
delta,20120310,"Infrastructure / Commercial Infrastructure / Toxic Release Inventory"
delta,20120400,"Infrastructure / Educational Facilities Infrastructure"
delta,20120401,"Infrastructure / Educational Facilities Infrastructure / College/University"
delta,20120402,"Infrastructure / Educational Facilities Infrastructure / School"
delta,20120500,"Infrastructure / Energy Facility Infrastructure"
delta,20120501,"Infrastructure / Energy Facility Infrastructure / Electric Power"
delta,20120502,"Infrastructure / Energy Facility Infrastructure / Generation Station"
delta,20120503,"Infrastructure / Energy Facility Infrastructure / Natural Gas Facility"
delta,20120504,"Infrastructure / Energy Facility Infrastructure / Petroleum Facility"
delta,20120505,"Infrastructure / Energy Facility Infrastructure / Petroleum/Gas/Oil"
delta,20120506,"Infrastructure / Energy Facility Infrastructure / Propane Facility"
delta,20120600,"Infrastructure / Government Site Infrastructure"
delta,20120700,"Infrastructure / Medical Infrastructure"
delta,20120701,"Infrastructure / Medical Infrastructure / Medical"
delta,20120702,"Infrastructure / Medical Infrastructure / Medical Treatment Facility (Hospital)"
delta,20120800,"Infrastructure / Military Infrastructure"
delta,20120801,"Infrastructure / Military Infrastructure / Military Armory"
delta,20120802,"Infrastructure / Military Infrastructure / Military Base"
delta,20120900,"Infrastructure / Postal Services Infrastructure"
delta,20120901,"Infrastructure / Postal Services Infrastructure / Postal Distribution Center"
delta,20120902,"Infrastructure / Postal Services Infrastructure / Post Office"
delta,20121000,"Infrastructure / Public Venues Infrastructure"
delta,20121001,"Infrastructure / Public Venues Infrastructure / Enclosed Facility"
